SHOP_ID	SHOP_NO	SHOP_NAME	CORP_NAME	MOBILE	店铺状态
25210	80002482	一生一木旗舰店	福建省仙游县上品电子商务有限公司	13808597313	营业中
25216	80002492	朗瑞特家居旗舰店	中贸百信科技（北京）有限公司	15398852150	营业中
25288	80002514	威力电器旗舰店	中山东菱威力电器有限公司	15757818675	营业中
25386	80002565	锦志电器专营店	广州锦志贸易有限公司	13527708266	营业中
25456	80002607	金世玉珠宝旗舰店	广州金世玉珠宝有限公司	18929722380	营业中
25510	80002641	嘉宣伟业数码专营店	北京嘉宣伟业商贸有限公司	13810099472	营业中
25540	80002649	芭法娜旗舰店	北京芭法娜珠宝有限公司	15811291264	营业中
25580	80002668	林氏五分文专营店	古田县林氏古龙人食品有限公司	18650813840	营业中
25588	80002672	卡拉羊旗舰店	上海上欧贸易有限公司	13917857577	营业中
25602	80002680	力成工具旗舰店	上海力成五金工具有限公司	13817028776	营业中
25606	80002685	国光恒业电脑专营店	北京国光恒业商贸有限公司	18811051592	营业中
25646	80002688	轩玮飞科专卖店	北京轩玮信息技术有限公司	18600230836	营业中
25620	80002693	58电器悦庭诺捷专营店	北京悦庭诺捷电子科技有限公司	13391717105	营业中
25652	80002698	收藏天下旗舰店	中金国金（北京）文化有限公司	18911323460	营业中
25656	80002700	瑞士爱其华表旗舰店	上海爱其华贸易有限公司	15026817187	营业中
25624	80002701	天鑫洋珠宝旗舰店	成都市天鑫洋电子商务有限公司	18980661536	营业中
25676	80002723	科远数码专营店	北京科远恒润科贸有限公司	18600055168	营业中
25754	80002766	长江恒通海尔电器专卖店	北京长江恒通商贸有限公司	13810287311	营业中
25842	80002777	乔丰家居专营店	阳江市乔丰商贸有限公司	18023883488	营业中
25892	80002803	博禹运动户外专营店	威海博禹贸易有限公司	18663158560	营业中
25916	80002822	索尔诺家居旗舰店	福建省德化县亚思特商贸有限公司	13960204437	营业中
25998	80002859	真特正新数码外设专营店	深圳真特正新网络科技有限公司	13711562468	营业中
26012	80002874	华之硕电脑专营店	盐城华之硕电脑有限公司	18921888997	营业中
26018	80002882	凌度车品旗舰店	东莞市卡卡电子科技有限公司深圳分公司	18566291170	营业中
26026	80002889	久盛喜电脑办公专营店	北京久盛喜商贸有限公司	13911211301	营业中
26102	80002915	华飞格力专卖店	北京华飞金顺制冷设备有限公司	13521633990	营业中
26166	80002935	浪莎官方旗舰店	浙江浪仕威电子商务有限公司	18957952632	营业中
26252	80002974	永发官方旗舰店	上海永发保险箱有限公司	13601748886	营业中
22334	80001163	十月稻田旗舰店	沈阳信昌粮食贸易有限公司	13001128151	营业中
22336	80001164	西昊家具旗舰店	西昊家具（深圳）有限公司	18948726164	营业中
22368	80001180	爱仕达厨具专营店	北京龙信志诚办公设备有限公司	13601017600	营业中
22536	80001231	凯鹰厨卫旗舰店	泉州北仑贸易有限公司	15260739080	营业中
22542	80001234	中洲电器专营店	慈溪市中洲电器销售有限公司	15757818675	营业中
22458	80001288	京北嘉弘车品专营店	京北嘉弘（北京）汽车服务有限公司	18601381271	营业中
22892	80001369	骏通配饰专营店	北京华熙大通科技有限公司	15611454536	营业中
22894	80001370	时尚仓储手表专营店	广州时尚仓储服务有限公司	13533699336	营业中
22806	80001406	华克斯电器专营店	上海华克斯实业股份有限公司	13311727788	营业中
23066	80001452	普宇照明旗舰店	中山市隆华塑料电子有限公司	13702354204	营业中
23116	80001468	阳光九阳电器专卖店	北京阳光力天数码电子产品销售中心	13521805843	营业中
23118	80001469	名品服饰专营店	上海觐骞贸易有限公司	13916510408	营业中
23154	80001484	欣为家居专营店	上海欣为机电科技有限公司	13818302790	营业中
23046	80001505	超迅车品旗舰店	邢台市伏韵泰商贸有限公司（汽车用品）	18611815396	营业中
23320	80001524	悦龙手机专营店	上海市闸北区悦龙通信设备经营部	13301988339	营业中
23246	80001598	恺丰手表专营店	大连恺丰商贸有限公司	13998482786	营业中
23462	80001633	方家铺子食品专营店	方家铺子（莆田）绿色食品有限公司	15715076398	营业中
23478	80001641	西门子璞高专营店	上海璞高工贸发展有限公司	18321637682	营业中
23034	80001644	西门子天域专营店	北京天域拓展经贸有限公司	15611068506	营业中
23164	80001662	安能保险柜专营店	广东安能保险柜制造有限公司	13929118761	营业中
23400	80001684	凤佳运动光学专营店	北京江凤佳商贸有限公司	13811838066	营业中
23616	80001725	中亿格兰仕专卖店	北京中亿伟业科贸有限公司	15301371853	营业中
20212	80000049	普道道尔顿专卖店	常州普道家居科技有限公司	18661126060	营业中
20184	80000079	艾唯真户外专营店	兴化市艾唯真户外用品有限公司	13381270657	营业中
20270	80000138	斯迪姆官方旗舰店	杭州琴侣高新技术有限公司	18268079333	营业中
20346	80000202	壹恺服饰专营店	泉州壹恺服装有限公司	18965797935	营业中
20700	80000214	万尚名品专营店	北京万尚名品商贸有限责任公司	13810819318	营业中
20694	80000217	柏雅图旗舰店	广州市三画皮具有限公司	13266752424	营业中
20578	80000228	格朗电器旗舰店	深圳市格朗电器有限公司	13612310774	营业中
20572	80000231	乐士奥博运动专营店	上海乐士体育用品有限公司	13621813517	营业中
20442	80000249	潜水艇官方旗舰店	北京博润盛德科技有限公司	13522714737	营业中
20670	80000265	骆驼官方旗舰店	广东骆驼服饰有限公司	18588650747	营业中
20646	80000277	Mr.zuo旗舰店	晋江市商淘贸易有限公司	15395956519	营业中
20608	80000296	松电电器专营店	合肥松电电子科技有限公司	18356037634	营业中
20604	80000298	华奥思创手机专营店	连云港奥瑞科技有限公司	18811066658	营业中
20550	80000329	东方美鞋靴专营店	北京东方美尚品商贸有限公司	15313151920	营业中
20546	80000332	中科朗嘉专营店	中科朗嘉（北京）科技有限公司	15010422327	营业中
20524	80000342	征服者专营店	杭州征服者汽车用品有限公司	13567158598	营业中
20854	80000433	神马母婴旗舰店	宁波神马电子商务有限公司	13291907088	营业中
21182	80000461	银斯妮旗舰店	广州雅琦贸易有限公司	13751867810	营业中
21068	80000470	北方亿豪名酒旗舰店	北京北方亿豪贸易有限公司	15699706344	营业中
21120	80000524	广州茶花专营店	广州茶花家庭用品有限公司	18127981703	营业中
21198	80000547	宏照格力专卖店	北京宏照建声科技发展有限公司	18910017953	营业中
21448	80000550	杜蕾斯旗舰店	广州伦润商贸有限公司	18814108704	营业中
20998	80000582	贝乐卫浴旗舰店	浙江贝乐卫浴科技有限公司	18968757218	营业中
21284	80000598	艾迪宝运动专营店	艾迪宝体育用品（深圳）有限公司	15986840269	营业中
111472	80006574	锐影数码专营店	北京锐意微购科技有限公司（数码）	13611115305	营业中
136918	80006583	骐韬电器专营店	中山市骐韬电子有限公司	13715674681	营业中
182490	80006629	大池电器专营店	广州大池商贸有限公司	13711154855	营业中
182514	80006644	嘉莱宝官方旗舰店	深圳市嘉莱宝电子科技有限公司	13590118082	营业中
205038	80006645	兰瑞蒂旗舰店	深圳市绝伦天居家具有限公司	13135277824	营业中
205044	80006646	蜗家旗舰店	福建省德化县亚思特商贸有限公司	13960204437	营业中
205052	80006651	得力办公专卖店	北京海盛惠友商贸有限公司	13520564472	营业中
205062	80006657	俏夫人家具旗舰店	佛山市顺德区讴盟家具有限公司	13425985575	营业中
231150	80006668	美艺轩艺术旗舰店	北京华锂基业科技有限公司	13161426133	营业中
231154	80006670	亿购健康电器专营店	宁德市亿购电子商务有限公司	18659595556	营业中
392884	80006673	俱竞阳旗舰店	汕头市金亚发电子有限公司	17007828888	营业中
392896	80006678	古井贡酒官方旗舰店	安徽古井云商电子商务有限公司	13856070483	营业中
450670	80006696	美好生活美的专卖店	包头市丰毅商贸有限公司	15049209882	营业中
547682	80006739	时成优购专营店	北京时成科贸有限公司	18601986775	营业中
547698	80006750	一诺运动专营店	徐州之诺商贸有限公司	13814123901	营业中
547702	80006751	京润松下专卖店	北京友邦润达商贸有限公司	15301323560	营业中
547712	80006756	旗航壁纸官方旗舰店	上海旗航装饰材料有限公司	13661729001	营业中
587086	80006783	视界升电器专营店	北京视界升电子商务有限责任公司	15810146660	营业中
587090	80006785	碧麦运动专营店	重庆市斯伯尔电子商务有限公司	15123957733	营业中
587094	80006787	长弓电器专营店	上海长弓电子商务有限公司	13916014222	营业中
587110	80006795	newair维艾旗舰店	无锡市麦威电器有限公司	13306197160	营业中
643752	80006808	爱舍东方家居旗舰店	郝建实业（上海）有限公司	17302138473	营业中
643758	80006811	箭牌卫浴官方旗舰店	浙江科魁网络科技有限公司	15205819776	营业中
669234	80006836	虹翔语手机专营店	北京虹翔语通讯科技有限公司	18601193650	营业中
669248	80006843	博通达电脑办公专营店	沈阳博通达科技有限公司	13304000131	营业中
669254	80006847	陌南专营店	深圳陌南陌北电子商务有限公司	18762992136	营业中
691270	80006862	韩宝官方旗舰店	中山市韩宝生活电器有限公司	18688219810	营业中
712246	80006865	名角手表专营店	广州名角贸易有限公司	13711540520	营业中
712244	80006866	广州德而乐施养生电器专卖店	广州市德而乐施电器科技有限公司	13710968063	营业中
732154	80006889	阿萨斯旗舰店	廉江市德雷克厨卫有限公司	17708643110	营业中
732152	80006892	华万达乐视TV专卖店	深圳市华万达科技有限公司	18922899589	营业中
779858	80006896	华嘉瑞电器专营店	沈阳华嘉瑞商贸有限公司	15604018686	营业中
779856	80006898	Depelec德普官方旗舰店	北京德普凯信商贸有限公司	13810950996	营业中
779874	80006902	九天香茶旗舰店	北京茶润恒通商贸有限公司	13520949005	营业中
779890	80006910	卫家环境官方旗舰店	北京卫家环境技术有限公司	18210273976	营业中
779900	80006915	优衣库家纺旗舰店	南通通棉电子商务有限公司	13912429800	营业中
825186	80006948	奇田官方旗舰店	深圳市奇田杰邦电器有限公司	13923422801	营业中
825208	80006959	诚时表行专营店	昱麟贸易（北京）有限公司	13901124115	营业中
852708	80006967	玖程苏泊尔专卖店	北京玖程龙禹科贸有限公司	13521695212	营业中
852710	80006969	萨利曼卫浴官方旗舰店	北京不断前进科技发展有限公司	18688059490	营业中
852714	80006970	品尚美家旗舰店	厦门优天禾府商贸有限公司（服饰）	15880208286	营业中
852722	80006974	osdy官方旗舰店	上海卡内门贸易有限公司	15921355113	营业中
852724	80006975	雷士光电专营店	雷士（北京）光电工程技术有限公司	13910832352	营业中
879958	80006977	毅鑫华硕电脑专卖店	北京超凡基业科技有限公司	13581925307	营业中
946436	80007002	迅酷专营店	广州市迅酷贸易有限公司	13538819281	营业中
976040	80007008	叮当猫成人用品专营店	河南叮当猫贸易有限公司	15838026996	营业中
976064	80007019	爱家埃佐诺官方旗舰店	南安亚美卫浴有限公司	13031116125	营业中
1003326	80007037	益节地贝专卖店	苏州益节机器人科技有限公司	13814806223	营业中
1035478	80007046	美事达美的电器专卖店	沈阳艾铭贸易有限公司	18518223871	营业中
1035480	80007048	任我洁专营店	任我洁电器江苏有限公司	13815315676	营业中
1143530	80007071	果敢浴缸旗舰店	佛山市果敢贸易有限公司	13486406183	营业中
1143546	80007074	钧鑫海尔专卖店	哈尔滨钧鑫经贸有限公司	18603602877	营业中
1321042	80007097	荣登官方旗舰店	江苏中鑫德赛木业有限公司	13961180731	营业中
1321052	80007102	华晨数码专营店	北京华晨凯瑞科贸有限公司	13810644595	营业中
1321056	80007104	华尔电器旗舰店	佛山市好的制冷设备有限公司	13928613550	营业中
1572244	80007130	Dr.Scholl爽健旗舰店	上海燕会实业有限公司	18017452919	营业中
1572258	80007137	礼御尚品旗舰店	河南强飞商贸有限公司	18237872637	营业中
1597560	80007142	新疆果王专营店	新疆果王生态农业科技开发有限公司	18062003374	营业中
1597562	80007145	奔雅官方旗舰店	佛山市奔雅电器有限公司	18024810339	营业中
1597576	80007152	友林食品专营店	北京友林成商贸有限公司	18612865607	营业中
1622320	80007169	纽巴伦官方旗舰店	深圳市锐力恒欣贸易有限公司	13860954820	营业中
1622342	80007179	联合松下电器专卖店	北京联合智尚商贸有限公司	15710099070	营业中
1701350	80007196	山水乐途探路者专营店	北京山水乐途贸易有限公司	15311999479	营业中
1597578	80007204	速美集家装饰有限公司旗舰店	速美集家装饰有限责任公司	17610892035	营业中
1701398	80007220	内慧官方旗舰店	东方福成（北京）投资管理咨询有限公司	18670467274	营业中
1729022	80007222	yukida官方旗舰店	佛山市顺德区易品购商贸有限公司	18064600715	营业中
1754796	80007234	施维茨十字专营店	泰安市华迅商贸有限公司	18129236993	营业中
1754806	80007239	喜米专营店	深圳市喜米电子商务有限公司	13433732299	营业中
1754822	80007247	多德士官方旗舰店	永康市多世贸易有限公司	13967918004	营业中
1754830	80007252	赛奥运动用品专营店	无锡赛奥运动用品有限公司	13912363392	营业中
1778524	80007262	稳安特智能科技旗舰店	中山市稳安特智能科技有限公司	18022173569	营业中
1802144	80007289	哈士奇家用电器旗舰店	广东哈士奇制冷设备有限公司	13380216882	营业中
1802146	80007290	The ONE智能钢琴旗舰店	小叶子（北京）科技有限公司	18600682168	营业中
1866208	80007309	正派爱家乐专卖店	南京正派网络科技有限公司	13864216412	营业中
1866214	80007312	爱华普官方旗舰店	深圳市爱华普环保科技有限公司	15107624032	营业中
1891796	80007317	禧乐菲官方旗舰店	木犁（赣州）家具有限公司	15170627759	营业中
1915758	80007331	米斯康旗舰店	上海康喆贸易有限公司	13621876535	营业中
1915768	80007336	康佳电视官方旗舰店	康佳集团股份有限公司深圳销售分公司	13031117373	营业中
1915776	80007340	神州办公专营店	北京神州惠力商贸有限公司	15010087372	营业中
1938664	80007348	音络官方旗舰店	深圳市音络科技有限公司	18002561834	营业中
1938668	80007350	子弹头插座专卖店	北京智汇达诚科贸有限公司	15726618823	营业中
2016714	80007382	飞利浦京华专营店	深圳市京华网络营销有限公司	13603093300	营业中
2042706	80007391	TCL空调官方旗舰店	ＴＣＬ空调器（中山）有限公司	15915960235	营业中
2042722	80007399	酒宴网官方旗舰店	北京鸿信酩庄国际贸易有限责任公司	13701129348	营业中
2065334	80007416	宣丰运动户外专营店	北京宣北丰南商贸有限公司	13910031186	营业中
2088934	80007424	斑马龙配件专营店	深圳市斑马龙贸易有限公司	15361638889	营业中
2088936	80007425	琥麟电器专营店	上海琥麟电子商务有限公司	18917550963	营业中
2232012	80007431	乐天居家专营店	南昌市乐天居家商贸有限公司	18970929793	营业中
2259102	80007443	佛山果田专卖店	佛山市万工电器有限公司	18998313109	营业中
2283516	80007453	悦联电器专营店	珠海悦联电器有限公司	17722025625	营业中
2283522	80007456	西法兰海尔专卖店	珠海杰能暖通设备有限公司	13075600001	营业中
2283528	80007459	CNUTI粤通珠宝旗舰店	深圳粤通国际珠宝股份有限公司	18507556952	营业中
2303816	80007472	耀邦一品唐朝专营店	西安耀邦商贸有限公司	18966821205	营业中
2303820	80007474	老橱官方旗舰店	深圳市老橱电器商行	13798328060	营业中
2303824	80007476	法恩莎卫浴官方旗舰店	佛山乐华骏成建材有限公司	18633286275	营业中
2326058	80007485	北京倍佳康健专营店	北京倍佳康健商贸有限公司	18831689420	营业中
2380338	80007501	鸭小贱官方旗舰店	东莞市莞交汇电子商务有限公司	13544796922	营业中
2380348	80007505	瑞通松下电器专卖店	北京富邦瑞通商贸有限公司	18513197539	营业中
2380364	80007511	川联美的专卖店	广州川联电子科技有限公司	18902261813	营业中
2406380	80007514	TCL照明专营店	深圳市生活美学电子商务有限公司	18902831808	营业中
2406408	80007527	威之群个人护理旗舰店	上海威之群机电制品有限公司	15801861859	营业中
2406418	80007531	皇氏工匠官方旗舰店	上海域金澜优电子商务有限公司	13585603930	营业中
2406420	80007532	财到旗舰店	合肥美泊尔建材有限公司	18856938002	营业中
2429404	80007535	华旭净水专营店	北京华旭宏升科技有限公司	13301356766	营业中
2429406	80007536	航点电器官方旗舰店	北京航点国际科技有限公司	13693326732	营业中
2429410	80007538	minkave名家汇旗舰店	广东名家汇电器有限公司	15089993008	营业中
2429414	80007540	经典茗家照明旗舰店	中山市横栏镇茗家灯饰电器厂	13425591969	营业中
2429422	80007544	ANNKE科安数字安防专营店	深圳市科安数字有限公司	15915367249	营业中
2458702	80007567	臻承旗舰店	中山市莫利塞家居有限公司	18022111112	营业中
2458704	80007568	华蝶家居旗舰店	中山市莫利塞家居有限公司	18022111112	营业中
2570122	80007711	求信电器专营店	南京求信电器有限公司	13305163657	营业中
2570110	80007772	东奥宇能车品专营店	东奥宇能（天津）科技有限公司	18522035629	营业中
2675268	80007842	九半夏普电器专卖店	上海九半实业有限公司	13651669051	营业中
2675240	80007862	盛世手机专营店	北京睿星盛世商贸有限公司	18510861790	营业中
2675302	80007924	大正电器专营店	山东卓越永利贸易有限公司	13738509666	营业中
2704310	80007943	天润祥云电脑专营店	北京天润祥云商贸有限公司	13911689891	营业中
2704378	80007946	三千易办公专营店	北京三千易科技发展有限公司	13466573977	营业中
2704502	80008057	同心同泰德国宝电器专卖店	广州市同心同泰物业管理有限公司	13802416921	营业中
2752310	80008070	海可海尔专卖店	宁波市海可商贸有限公司	18658287007	营业中
2752422	80008072	钮氏办公用品专营店	无锡钮氏商贸有限公司	18921137930	营业中
2752476	80008074	微星游戏本官方旗舰店	南京统帅电子商务有限公司	18012963533	营业中
2775996	80008077	京天华盛官方旗舰店	武汉京天网盟科技有限公司	18086002569	营业中
2775998	80008078	小松鼠壁挂炉官方旗舰店	广州迪森家居环境技术有限公司	15920181582	营业中
2802292	80008086	她他街服饰专营店	北京她他街电子商务有限公司	18500161252	营业中
2879386	80008099	正宝玩具专营店	汕头市正宝玩具有限公司	15815176627	营业中
2913814	80008107	进美格力专卖店	北京进美时代科技有限公司	13901163110	营业中
2914250	80008113	唐人车品专营店	北京唐人电子商务有限公司	18610991033	营业中
2958976	80008132	世源灯饰官方旗舰店	中山市古镇世源照明电器厂	15089960995	营业中
2959058	80008137	田亿德意电器专卖店	上海田亿贸易有限公司（厨卫生活）	15821123661	营业中
2959064	80008140	江西祥阳电器专卖店	江西祥阳环保科技有限公司（厨卫生活）	13970802657	营业中
3037404	80008165	韩电旗舰店	宁波韩电电器有限公司	18132732796	营业中
3037450	80008167	荣甲普城家居专营店	上海荣甲实业投资有限公司（家居）	18016328053	营业中
3063042	80008171	雅马哈怡和乐器专营店	北京怡和汇智机电设备有限公司（运功户外）	15726691128	营业中
26270	80002989	UTC行家箱包旗舰店	行家商贸（苏州）有限公司	15168371787	营业中
26272	80002990	逍创网络专营店	上海逍创网络科技有限公司	13918578878	营业中
26300	80003018	罗西尼手表官方旗舰店	珠海罗西尼表业有限公司	13750045592	营业中
26354	80003035	金璐澜珠宝玉器旗舰店	郑州天度网络科技有限公司	15838388393	营业中
26408	80003049	SETIR森太专卖店	佛山市顺德区森太电器有限公司	18818729272	营业中
26394	80003068	REGIUS箱包旗舰店	厦门琴恺商贸有限公司	13696932285	营业中
26460	80003092	众城电器专营店	深圳市众城电器有限公司	13632599016	营业中
26490	80003094	大盛公羊旗舰店	泉州市锐视网络技术有限公司	15396622280	营业中
26524	80003108	简爱空间精品家具旗舰店	成都简爱家具制造有限公司	18244269896	营业中
26526	80003109	诚成泰明电器专营店	北京诚成泰明商贸有限公司	13501365362	营业中
26534	80003112	品佳（红土地）专营店	深圳市红土地实业有限公司	13923809979	营业中
26544	80003124	北京新力联拓专营店	北京新力联拓商贸有限公司	13683140202	营业中
26550	80003128	慈溪家电馆	宁波加乐多电子商务有限公司	18903439610	营业中
26564	80003136	美菱旗舰店	四川智易家网络科技有限公司（大家电）	13655516237	营业中
26592	80003170	富诚佳益影音专营店	北京富诚佳益商贸有限公司	13621136420	营业中
26692	80003191	华诺数通显示设备专营店	华诺数通(北京)科技有限公司	13521557071	营业中
26740	80003197	梦克拉旗舰店	北京梦克拉科技有限公司	13910099479	营业中
26700	80003206	魅驹车品旗舰店	天台沃玛商贸有限公司	13486838366	营业中
26772	80003219	感恩官方旗舰店	上海恩赋电子商务有限公司	18658300092	营业中
26810	80003258	凯斯汀旗舰店	天津亚启商贸有限责任公司	15522393535	营业中
26962	80003318	宏金远航电脑办公专营店	北京宏金远航科贸有限责任公司	13910980719	营业中
26976	80003323	京广小熊电器专卖店	北京京广普特科贸有限责任公司	13811511505	营业中
27008	80003339	膳魔师旗舰店	上海新实数码科技股份有限公司	13482847758	营业中
27062	80003366	德国GESS官方旗舰店	上海盖仕健身器材有限公司	13917433926	营业中
27086	80003378	艺冉健康专营店	上海艺冉贸易有限公司	13611776131	营业中
27096	80003383	金猴旗舰店	金猴集团威海鞋业有限公司	15098166715	营业中
27118	80003393	车饰界汽车用品专营店	成都车饰界汽车用品有限公司	13330990609	营业中
27132	80003404	华克斯日立专卖店	上海华克斯实业股份有限公司	13311727788	营业中
27142	80003406	小艾电器专营店	义乌市双乐电子商务有限公司	13516991373	营业中
27182	80003427	先恩尼珠宝旗舰店	北京亚商汇丰珠宝贸易有限公司	18611575058	营业中
27226	80003450	美惠电脑专营店	深圳市美惠网络科技有限公司	18603067772	营业中
27362	80003524	华诺数通电器专营店	华诺数通(北京)科技有限公司	13911558063	营业中
27428	80003558	箭冠车品专营店	广州市箭冠网络科技有限公司	13802666941	营业中
27448	80003569	枭龙车品专营店	宜昌沃尔德商贸有限公司	15872512301	营业中
27484	80003586	硬创互联生态旗舰店	北京名途志远电子商务有限公司	13661368188	营业中
27548	80003618	打印机一体机专营店	北京鼎创合源科技有限公司	18511371694	营业中
27590	80003639	智时空电脑专营店	智时空（北京）科技有限公司	18618266972	营业中
27612	80003652	美来乐CTT专卖店	中山美来乐电器有限公司	13590873733	营业中
27636	80003661	飞利浦照明旗舰店	上海杰逸照明科技有限公司	18918690710	营业中
27660	80003674	瑷炫美妆专营店	苏州瑷炫商贸有限公司	15801902866	营业中
27662	80003675	井产扬子专卖店	宁波井产住科智能科技有限公司	15968847277	营业中
27666	80003677	莉菲姿服饰旗舰店	广州市莉菲姿服饰有限公司	13751781842	营业中
27678	80003685	汉诺斯箱包旗舰店	广州百斯莱皮具有限公司	13076771467	营业中
27704	80003698	中硕苏泊尔电器专卖店	北京中硕伟业商贸有限公司	18811768181	营业中
